text,category
"Hello. I Windows 3.1 I wondering necessary change default system font something else. I obtained MSC/C++ 7.0 SDK, I'd really like get feet wet first windows pro- gram change system font. Tx., William F. Maton",1
"Actually, might surprised find everyone develops mainstream DOS Windows apps develops DOS Windows. PC Week recently printed rumor Microsoft's Excel development group development OS/2. Another trade rag article recently group Windows development Sun SPARCstations SoftPC test work. SCO Unix reasonably popular development platform DOS, Windows, even OS/2 apps. DOS Windows simply robust stable enough development work, IMHO, apparently others agree.",1
"I'm mac user wants use rayshade models I've built using macrayshade (rayshade-M) Stratavision 3d. Since Stratavision import many different model files I thought would cinch... I haven't able find simple translator work mac. Any ideas? Stratavision 3d able import: DXF MiniCAD Super 3d Swivel 3d professional box and: RIB IGS externals. Also, anyone knows translator externals available Stratavision 3d (esp. Rayshade!) please e-mail me! BTW, I'm going send mail rayshade usrs mailing list tomorrow (I misplaced address) since users rayshade seem operate macs, I'm getting hopes up... thanks advance,",0
"Oh. OK then, sorry misunderstanding. Maybee persuade burea $650 become much competitive, taking input Autocad, PostScript andGif well SCODL... Seriously, sounds like something bureau have. Or find another bureau. You one buting software. -- Chris Lilley ---------------------------------------------------------------------------- Technical Author, ITTI Computer Graphics Visualisation Training Project Computer Graphics Unit, Manchester Computing Centre, Oxford Road, Manchester, UK. M13 9PL Internet: C.C.Lilley@mcc.ac.uk Voice: +44 (0)61 275 6045 Fax: +44 (0)61 275 6040 Janet: C.C.Lilley@uk.ac.mcc",0
"CALL FOR PRESENTATIONS NAVY SCIENTIFIC VISUALIZATION AND VIRTUAL REALITY SEMINAR Tuesday, June 22, 1993 Carderock Division, Naval Surface Warfare Center (formerly David Taylor Research Center) Bethesda, Maryland SPONSOR: NESS (Navy Engineering Software System) sponsoring one-day Navy Scientific Visualization Virtual Reality Seminar. The purpose seminar present exchange information Navy-related scientific visualization virtual reality programs, research, developments, applications. PRESENTATIONS: Presentations solicited aspects Navy-related scientific visualization virtual reality. All current work, works-in-progress, proposed work Navy organizations considered. Four types presentations available. 1. Regular presentation: 20-30 minutes length 2. Short presentation: 10 minutes length 3. Video presentation: stand-alone videotape (author need attend seminar) 4. Scientific visualization virtual reality demonstration (BYOH) Accepted presentations published proceedings, however, viewgraphs materials reproduced seminar attendees. ABSTRACTS: Authors submit one page abstract and/or videotape to: Robert Lipman Naval Surface Warfare Center, Carderock Division Code 2042 Bethesda, Maryland 20084-5000 VOICE (301) 227-3618; FAX (301) 227-5753 E-MAIL lipman@oasys.dt.navy.mil Authors include type presentation, affiliations, addresses, telephone FAX numbers, addresses. Multi-author papers designate one point contact. DEADLINES: The abstact submission deadline April 30, 1993. Notification acceptance sent May 14, 1993. Materials reproduction must received June 1, 1993. For information, contact Robert Lipman address. PLEASE DISTRIBUTE AS WIDELY AS POSSIBLE, THANKS. Robert Lipman | Internet: lipman@oasys.dt.navy.mil David Taylor Model Basin - CDNSWC | or: lip@ocean.dt.navy.mil Computational Signatures | Voicenet: (301) 227-3618 Structures Group, Code 2042 | Factsnet: (301) 227-5753 Bethesda, Maryland 20084-5000 | Phishnet: stockings@long.legs",0
"A friend I ATI Graphic Ultra display adaptors, reasonably good performers, irritating compatibility problems ATI drivers ready change something faster compatible windows. I heard rumblings new Orchid 9000 card fast. Anyone experience card? What currently available fast, compatible, 1280x1024x256 non- interlaced cost $500? Ken Keirnan --",1
"I agree added sort FAQ list. But strayed original topic. Our computer environment pretty split Mac's PC's... I lucky get desk. But people PC's need share data Mac users here. The MAC users problems package called DOS Mounter AUTOMATICALLy lets MAC read DOS disks natively. For PC equivilant... I know of! Both mac-ette macsee inconsistant dos platform, requires perform activity DOS program selectively transport files. The question originally posed program hooks windows like .DLL interpret reading MAC disk PC, allow access standard file dialogs. It quite clear would available 1.44MB flopies. -- T.J. Fiske",1
"Two-part question: 1) What Windows NT - 'real' windows OS? 2) This past weekend, local 'hacker' radio show metioned new product Microsoft called 'Chicago' I recall. Anyone know is? That - Thanks heap. - Alan",1
Has anybody chance find new HP Laser Jet 4L behaves Windows,1
"[...] ^^^^^^^^^ He doesn't beard. Rob, pointless, wondeing anyone else caught that. ------------------------------------------------------------------------------- ____ ___ ____ \ Any resemblance views ================== .clarku.edu \ want Clarkies think them.",1
"Hi I would like know software, PD not, could produce X11 output HPGL file RS/6000. And kind software could produce hardcopy postscript lasetjet. Try export.lcs.mit.edu. I think viewer called xviewgl. Check README /contrib.",0
"To windows 3.0, yes. It's definitely dated - I used OS/2 1.21, alpha 2.0 (when msft developing it...) I preferred Windows 3.1 stable faster 3.0, could still run apps OS/2 (again I made choice 2.0 released). No, I've seen data. hee hee. good one ;> ;> ...and one I've encountered well... Hmm. Are sure? I'm speaking experience OS/2 _user_. Certainly people in, say, NT marketing group would unique position present results of, say, research upcoming NT OS/2 apps (vs Windows MS-DOS apps). Part point cause one works microsoft mean one access data (if exists). I confess to, times, attacking poster. Again, point microsofties ""sell"" readers products (which would conflict ""no-ads"" philosophy usenet). Nor necessarily access info others have. I also get tired people assuming microsofties are, like, members BORG. -jen --",1
Should come visual basic. New version vbrun200.dll. Thx Dave L,1
"I using DOS Quick C 2.5 DOS window Windows 3.1, day I running compiler, I got general protection fault immediately followed ""serious disk error"". When I rebooted, I found 15 files gotten ""cross-linked"" pretty serious corruption hard drive file system. I concerned Quick C DOS window somehow strayed outside protected mode world corrupted smartdrv.exe disk cache caused disk problem. I thought DOS programs run DOS windows pretty well-contained Windows. If true, maybe Quick C compiler nothing it. Has anybody else type problem? (I recently ""upgraded"" Quick C 2.0 2.5.) Brad Banko",1
"I seen several ray-traced scenes (from MTV RayShade??) stroked fonts appearing objects image. The fonts/chars color, depth even textures associated them. Now I wondering, possible POV?? Thanks,",0
"Hi. I'm writing program convert .dxf files database format used 3D graphics program I've written. My program stores points polygon CCW order. I've used 3D Concepts little seems points stored order drawn. Does DXF format way indicating order points stored in, CW CCW? Its easy enough convert, I don't know way stored, I dont know direction polygon visible from. If DXF doesn't handle this, anyone recommend workaround? The best I think create two polygons one DXF file, one stored CW CCW. But doubles number polygons decreases speed... Thanks advance help,",0
Both xli xloadimage display 24 bit color 24 bit visual available. Check output xdpyinfo see one is.,0
"I two questions: 1) I troubles Wordperfect Windows. When I try select change fonts, etc. text disappears. I tried center two lines once, second line disappeared. I find error, I know correct it. 2) Is right newsgroup? Where I go? E-mail prefered... _____ Who else still waiting ""Naked Gun Part (Pi) | | """,1
"I understand Adobe working making Photoshop available SGI Indigo, ""rumor"" I wouldn't bet I see it. But >are< going release Illustrator SGI ""real soon now.""",0
"I downloaded image earth re-constructed elevation data taken 1/2 degree increments. The author (not me) wrote c-code (included) read data file generated b&w pseudo color images. They work well incumbered copyright. They aminet site near called earth.lha amiga/pix/misc area... I refer included docs details author (sorry, I forget name) created images. The raw data included. -- David David M. Ingebretsen Evans Sutherland Computer Corp. dingebre@thunder.sim.es.com",0
"Hello,",0
"I something unusual happen. First background system. I Mitsubishi 63 meg Hard Drive, running Smartdrv (the version comes Windows 3.1) it. I rarely use Windows. I use program called Disk Technician Gold v1.14 diagnostics live time hard drive. It works device driver detect whenever one read necessary file, anything else wrong it, minor problems fully checked upon rebooting. My hard drive notorious bad sectors. I usually end 8 new bad sectors week. Here's happened: I ran program, DTG broke Emergency Warning recommended I reboot. It gave message twice program fully loaded. I exited program this. DTG went bootup process, examining new errors etc., screen popped said something sectors brief period time. I went back program, executed again, exact error detected. I rebooted tried again, error happened again. So, I removed DTG memory, went program see I could detect anything wrong. Sure enough number read attempts. So I rebooted reloaded DTG, removed cache. I executed program. No read errors, either audible detected DTG. I quit program, loaded cache, ran program again. The errors detected. Ok, errors there, DTG detects doesn't fix them, cache loaded. When cache loaded errors. So, see cache interfering files, I went xtree gold tagged files, searched random string (in words, I wanted program completely read every file hard drive). Before I got c's DTG detected least six errors recommended I reboot. Does anybody, idea Smartdrv causing misreads hard drive? Oh, exactly two misreads per file, 1 every 100 files affected. I originally posted message Disk Technician Corp.'s system, I figured someone netland may know enough smartdrv help out.",1
"OK, discussion observed playback speeds QuickTime, effects scaling on, I thought I'd tests. First all, I felt original speed test perhaps less realistic. The movie I using 18 frames (it version first movie I created Compact Video compressor). I decided something little longer would give closer real-world results (for better worse). I pulled copy ""2001: A Space Odyssey"" I recorded TV back. About fifteen minutes movie, there's sequence Earth shuttle approaching space station. Specifically, I digitized portion 30 seconds' duration, zooming rotating space station. I figured would give reasonable amount movement frames. To increase differences frames, I digitized 5 frames per second, give total 171 frames. I captured raw footage resolution 384*288 pixels Spigot card Centris 650 (quarter-size resolution PAL source). I imported Premiere put Compact Video compressor, keeping 5 fps frame rate. I created two versions movie: one scaled 320*240 resolution, 160*120 resolution. I used default ""2.00"" quality setting Premiere 2.0.1, specified key frame every ten frames. I ran 320*240 movie ""Raw Speed Test"" program I used results I'd reporting earlier. Result: playback rate 45 frames per second. That's right, I getting much higher result first short test movie. Just fun, I copied 320*240 movie external hard disk (a Quantum LP105S), ran there. This time playback rate 35 frames per second. Obviously 230MB internal hard disk (also Quantum) significant contributor speed playback. I modified speed test program allow specification optional scaling factors, tried playing back 160*120 movie scaled 320*240 size. This time playback speed 60 fps. Clearly, poster observed poor performance scaled playback seeing QuickTime 1.0 action, 1.5. I'd try tests QuickTime 1.0, I don't think it's entirely compatible Centris System 7.1... Unscaled, playback rate 160*120 movie 100 fps. The thing I tried saving versions 320*240 movie ""preferred"" playback rates greater 1.0, seeing well played within MoviePlayer (ie QuickTime's normal synchronized playback). A preferred rate 9.0 (=> 45 fps) didn't work well: playback jerky. Compare raw speed test, achieved 45 fps ease. I can't believe QuickTime's synchronization code would add much overhead: I think slowdown coming Mac system's task switching. A preferred rate 7.0 (=> 35 fps) seemed work fine: I couldn't see evidence stutter. At 8.0 (=> 40 fps) I *think* I could see slight stutter, four key frames every second, hard tell. I guess I could try recreating movies longer interval key frames, make stutter noticeable. Of course, also improve compression slightly, speed playback performance even more...",0
Suppose want change particular icon program windows MS-DOS one. Would someone let know this? Thanks million.,1
": Does anyone suggestions 42 came from? Yep, here's theory I heard bandied around. Rather thinking number think sound. For Tea Two. A sort anagram Tea For Two, Two Tea, For Tea Two. :-) Peter",0
": : >I've got 6.0 spec (obviously since I quoted last posting). : >My gripe TIFF it's far complicated nearly : >infinitely easier write read,... : : Why use PD C library reading/writing TIFF files? It took : good 20 minutes start using app. : : Martin : What name PD C library TIFF. I'd like get copy it, I can't Archie something I don't filename for.",0
"[re true 24 bit XV] Don't mind I do. As someone would _love_ see XV go 24 bit, would plenty me. a) XV Load 24 bit image, display it's 24 bit glory 24 bit X displays. b) All operations (Crop, Dither, Smooth, etc.) supported 24 bit images. hard would be?",0
Where I find,0
"The Delaunay triangulation geometrical dual Voronoi tessellation constructions derived natural neighbor order. Aurenhammer, F., 1991, Voronoi Diagrams - A Survey Fundamental Geometric Data Structure: ACM Computing Surveys, 23(3), p. 345-405. Okabe, A., Boots, B., Sugihara, K., 1992, Spatial tessellations : concepts applications Voronoi diagrams: Wiley Sons, New York, ISBN 0 471 93430 5, 532p. Watson, D.F., 1981, Computing n-dimensional Delaunay tessellation application Voronoi polytopes: The Computer J., 24(2), p. 167-172.} Watson, D.F., 1985, Natural neighbour sorting: The Australian Computer J., 17(4), p. 189-193.",0
"I running Windows 3.1 386SX-16 MHZ Five Megs Memory. The motherboard came one meg, I added four megs past weekend. They 1X9 70 Simms. I installed application menu MS-DOS command PARK. Up till today, parked disk application menu without problem. When attempting park heads today, I received following message: STOP This application violated system integrity due invalid general protection fault terminated. What message mean? Thanks, -- David De Trolio (detrolio@andromeda.rutgers.edu)",1
"I happy announce first public release bit program, INTERACTIVE, FULL COLOR image viewer editor based SGI GL. Besides typical touchup tasks, crop, rotate, smooth, etc, bit offers unique features available similar programs, text vector support separation text image. The following relevant sections man page. ----------------------------------------------------------------- Pre-Release May, 1993 BIT(1L) NAME bit - Bitmap Image Touchup SGI Workstations DESCRIPTION bit interactive full color image viewer editor based Silicon Graphics GL. As full color program, bit handles images 24bits color index natural efficient manner. As image viewer, bit allows list images displayed original type (24bits color index) order many built-in styles display. You walk list using mouse keyboard, let bit walk (The SlideShow). With pan zoom features, large images viewed full without limited window screen size. As image editor, bit performs large number image editing processing tasks accurately efficiently. It keeps information loss stage editing process absolute minimum performing subpixel sampling automatically conserving input image type whenever possible avoid unnecessary promotion and/or quantization input images. You also cut piece image paste another. In addition, arbitrarily colored sized text simple geometric figures rendered top image annotation option make part bitmap output separately take advantage higher printer resolutions (e.g. PostScript). Bit also used graphical user interface many existing image processing programs defining external bindings essence turn command line oriented programs bit subfunctions accessed press button, best all, processed image read back displayed immediately. Convolution using exter- nally defined matrices arbitrary order performed dynamically giving great flexibility processing image. FEATURES Bit performs image manipulations interactively continuous progress report, processing complete, processed image displayed. Current features include Rotates image arbitrary angle option anti-aliasing filling ""rotated out"" region arbitrary color. Scales image arbitrary factors x- and/or y-directions option subpixel sampling. Renders text arbitrary color, size orientation top image option rendering directly raster saving text raster separately, PostScript file, take advantage higher printer resolution. Besides normal text strings, many predefined special symbols input conveniently TeX(1), e.g., $\alpha$\small$\beta$ produces Greek alphabet alpha followed slightly smaller Greek alphabet beta. Presents graphically histogram image. Performs arbitrary 1-to-1 pixel transformation. The transformation function specified interactively arbitrary forms. Further, transformation applied RGB channels separately simultaneously entire image portion it. Many difficult tasks, thresholding, accomplished rather easily 1-to-1 transformation combination avai- lability graphical histograms image. Places simple geometric figures (SGFs), e.g., arrows, circles, trian- gles etc., arbitrary color, size orientation image arbitrary locations addressed either absolute pixels user definable coordinate system units, option rendering directly raster save sgfs raster separately (e.g, PostScript file). All SGFs scaled x- y-directions independently simultaneously (this get ellipse circle). Performs edge detection. In combination image histograms 1- to-1 transformation, accurate result obtained. Performs histogram equalization. Performs convolution externally defined (square) matrices arbitrary order. Crops rectangular portion image. Cuts pastes across images. Magnifies portion image amount. Displays list images sequence user specifiable pause interval images. (SlideShow) Measures RGB intensities pixel location pixels along arbitrary line result presented RGB intensities intensity vs. distance plot. Performs image type conversions. Converts image formats. Smoothes image (Special convolution). Filters image external programs read filtered image back display it. Modify individual pixel's RGB values. Performs FFT entire image portion display resulting power spectra. Spray brush paint full color (unavailable pre-release). SUPPORTED FORMATS IRIS RGB, native SGI IRIS JPEG(JFIF) format CompuServ GIF PNM(Portable Any Map), including PPM, PGM PBM. XBM (X Window Bitmap) TIFF PostScript(Write only) Hardware requirements: --------------------------------------------------------------- Any SGI workstation supports RGBmode(), including indigoes. Where get it: --------------------------------------------------------------- anonymous ftp monte.svec.uh.edu /pub/bit/bitxxx.tar.Z xxx version number. Current version 0.73 Read src/01Readme installation instructions unpacking Acknowledgement: --------------------------------------------------------------- JPEG support based Independent JPEG groups's library Version 4. FORMS library, developed Mark Overmars, used GUI. Both JPEG FORMS library included release. --------------------------------------------------------------- Bit program ever need view annotate images; The built-in editing features satisfy editing needs. In addition, external filter dynamical kernel utilize program already have. So try (and like it).",0
"OpenGL graphics programming library great, portable interface development interactive 3D graphics applications. It not, however, indicator performance, vary strongly machine machine vendor vendor. SGI committed high performance interactive graphics systems software tools, OpenGL means port easily SGI platforms, guarantee performance would comparable. If sales representative truly mislead you, valid grievance us carry local SGI sales management team. Feel free contact local branch manager...we understand repeat sales come satisfied customers, give shot. As one previous posts stated, Personal IRIS introduced 1988 grew include 4D/20, 4D/25, 4D/30 4D/35 clock rates sped time. As rule thumb, SGI platforms live 4-5 years. This true motorola-based 3000 series ('85-'89), PI ('88-'93), Professional Series (the early 4D's - '86-'90), Power Series parallel systems ('88-'93). Individual CPU subsystems running particular clock rate usually live 2 years. New graphics architectures high end (GT, VGX, RealityEngine) released every 18 months 2 years. These facts life. If look machines, become almost archaic four years, come new platform (like Indigo, Onyx, Challenge) higher bus bandwidths, faster CPUs, faster graphics I/O, larger disk capacities. If don't, become uncompetitive. From user perspective, buy machine meets current needs makes economic sense today. You can't wait buy, need guaranteed upgrade path machine, ask Sales Rep one writing. If it's feasible, able that. Some upgrade paths specific programs associated them, Performance Protection Program older R3000-based Power Series multiprocessing systems allowed purchasers systems obtain guaranteed upgrade price moving new Onyx Challenge R4400-based 64-bit multiprocessor systems. If that's happening, it's becausing misunderstandings mis-communication, SGI directly attempting annoy customer base. Most SGI customers onesy-twosey types, regardless, rarely give great deal notice introduce new system again, like previous post stated, pre-announced schedule slipped, would mess potential customers schedules (when counting availability new systems particular date) would also look awfully bad investors financial analysts watch us carefully see meeting commitments. Five years awfully long time computer years. New processor technologies arriving every 1-2 years, making 5 year old computer least 2 probably 3 generations behind times. The competitive nature market demanding rate development, timing really 5 years purchases, accept limited viability whatever architecture buy vendor. There realities computer biz live with, keeping customers happy important, don't give up, know it. Josh |:-) --",0
Hi. Can anyone please give ftp sites get IPAS processes 3D Studio 2.0? Thanks. +Warren =8^),0
"Could anyone direct FTP site I find DOS-based morphing package called DMORF12.ZIP? I downloaded file last week, new DOS 6 crashed hard drive I lost it. Now I can't find site I got from....... Also, morphing packages DOS (freeware shareware) Thanks advance, Barry /---------------------------------------------------------------------------\ \___________________________________________________________________________/ --",0
Somewhere (ftp.cica.indiana.edu SIMTEL20 mirror) program called winlogo.zip trick. It works great. I believe reason can't change files mentioned logo actually imbeded windows executable (Somebody please correct/expand this) -Eric,1
"Adobe years. There fonts available PS fonts. If PS font want use, use ATM. Otherwise, waste system resources. Personally, I use both.",1
"[Common complaints MS Windows deleted...] Hmmmm, I get feeling gonna start one endless threads 'Mac Vs Win"" might even end ""OS/2 Vs Win"". Well, I dont know Windows mature OS, I seen one (in case X-Windows :) ), dont quick judge... First try use plain vanilla Windows courageous try use plain vanilla DOS. There _lots_ nice commercial shareware packages/utilities boost Windows past MS thought possible :)... For example, Norton Desktop Windows 2.0 (a replace- ment ProgMan) give group-within-a-group capability even change group icons, launch progs association (well, FileMan too) dragging file apps icon (now Mac doesnt that, huh? :) )... And list goes on... Now, Windows _is_ kinda hard finetune, boost configure, thats trhe price pay paying $$$ get Mac OS/2 capable machine (an entirely differet story ...)... On hand dont like idea PM's icons correspnding files themselves, well supposed :).. PM Program _Launching_ utility file manager... Modify settings FM shell PM, get couple utilities cica supposedly give 'Mac feel'... I dont wanna get discussion better system: Mac's good way -- _different_ better worse Win PCs-- (actually I writing Mac lab user assistant - dont think I partial Win:) By means check stuff cica (ftp ftp.cica.indiana.edu pub/pc/win3 subdir user: anonymous), wait StarTrek (Mac's OS PC !!! -- threads gonna !!! :) )... Just trying avoid another Mac-Win war...",1
try cd'ing publications/May_93_online siggraph.org It's there!,0
"Well...I need old 8"" disks ... You right, disks better word, big calling disks kind funny ... appropriate word disks ...",1
"I saw imaging program time ago Amiga Cross, Sobel Roberts filters edge detection. Can anybody direct algorithms. Paul Denize -------------------------------------------------------------------------- Paul Denize Internet: PDenize@Waikato.ac.nz Department Computer Science University Waikato phone: ++64 7 8562-889 Hamilton Ext 8743 NEW ZEALAND fax : ++64 7 8560-135",0
"#I use xwd/xpr (from X11R5 dist.) various programs #ppm-tools print hardcopies colored X windows. My problem is, I don't like xpr. It gives (at least, X11R4 version does) louzy output: hardcopy looks grainy me. Instead, I use pnmtops. This takes full advantage PostScript, lets printer dirty job dithering (graylevel) image black white dots. So: PostScript printer, try: xwdtopnm <xwdfile> | # convert PPM [ppmtopgm |] # .. graylevel smaller file print pnmtops -noturn | # .. PostScript lpr # print pnmtops Has several neat options, use care: If want image 4"" wide, use: pnmtops -noturn -scale 100 -width 4 -noturn Prevents image rotated (if wider high) -width 4 Specifies PAPER width (not image width - see below) -scale 100 Is used image small, may fit within width less 4"", thus printed smaller 4"" wide. If first scale lot, certainly fit 4"", scaled pnmtops automatically fit specified paper width. In short: pnmtops scale image fit paper size, blow automatically. Hope helps. Marcel.",0
"I'm interested obtaining highest possible image capture MS-Windows application. The resulting image must go print high resolution name game. I'm familiar (and unhappy with) composite video capture technology. What kind resolution I get SVHS signal? What RGB (and makes RGB cameras)? Does anyone experience digital cameras? Any help would greatly appreciated. ---------------------------------------------------------------------- William Brandsdorfer | UUCP: !uunet!lehman.com!wbrand Lehman Brothers | INET: wbrand@lehman.com 388 Greenwich St. | Voice: (212) 464-3835 New York, N.Y. 10013 |",0
I'm looking decent Windows news reader. I've given winvn 0.76 since doesn't work well winsock.dll IBM TCP/IP DOS 2.1. What status Trumpet Windows? Will use Windows sockets I liked DOS abandon since I started using NDIS access token ring (results invalid class error :( Bye!,1
"This may simple question but: We number PC's use link mainframe using Novell LAN WorkPlace DOS (via WIndows 3.1). Now, make life easier us thinking using Windows Workgroups allow file sharing across PC network. Now anyone know possible use W4WG Lan Workplace DOS time. ie Can I access file another PC logged mainframe time, simultaneously. Any help well appreciated.",1
